asset_id,doi,award_id,is_exist
9924036587801921,10.1016/j.jeconom.2020.07.033,9905145,True
9924086740101921,10.1016/j.jhazmat.2020.123998,1333157,True
9924086740101921,10.1016/j.jhazmat.2020.123998,1464396,True
9924086651801921,10.1016/j.jmr.2019.02.007,0813570,True
9924357766101921,10.1016/j.jpba.2024.116228,1726346,True
9923970131801921,10.1016/j.mrfmmm.2021.111742,1359172,True
9924167127901921,10.1016/j.neuroimage.2022.119658,0821855,True
9924103479001921,10.1016/j.neuron.2018.12.022,1557781,True
9924192687401921,10.1016/j.neuron.2022.12.025,1557781,True
9924086287301921,10.1016/j.patter.2021.100242,1920147,True
9924398887601921,10.1016/j.ssnmr.2024.101947,1726346,True
9924086740401921,10.1016/j.topol.2020.107411,1521103,True
9924550657301921,10.1016/j.topol.2023.108485,1506328,True
9924550657301921,10.1016/j.topol.2023.108485,1952755,True
9924193950901921,10.1016/j.trechm.2022.12.010,2142887,True
9924116784801921,10.1016/j.worlddev.2017.12.021,0111905,True
9924116784801921,10.1016/j.worlddev.2017.12.021,0200767,True
9924116784801921,10.1016/j.worlddev.2017.12.021,0552296,True
9924116784801921,10.1016/j.worlddev.2017.12.021,0650378,True
9924321075301921,10.1016/j.worlddev.2023.106518,0078801,True
9924321075301921,10.1016/j.worlddev.2023.106518,0104575,True
9924321075301921,10.1016/j.worlddev.2023.106518,0111905,True
9924321075301921,10.1016/j.worlddev.2023.106518,0200767,True
9924321075301921,10.1016/j.worlddev.2023.106518,0552296,True
9924321075301921,10.1016/j.worlddev.2023.106518,0650378,True
9924290966601921,10.1017/s0140525x23001954,2033932,True
9924143025201921,10.1017/s0956536121000316,1821867,True
9924133925901921,10.1021/accountsmr.2c00049,2011846,True
9924133925901921,10.1021/accountsmr.2c00049,2142887,True
9924086512701921,10.1021/acs.accounts.0c00781,1106400,True
9924086512701921,10.1021/acs.accounts.0c00781,1554544,True
9924296687601921,10.1021/acs.accounts.3c00542,2011846,True
9923988238101921,10.1021/acs.biochem.0c00518,1253363,True
9924402732201921,10.1021/acs.biochem.4c00547,1253363,True
9924552837901921,10.1021/acs.biochem.8b00125,1420382,True
9924537531401921,10.1021/acs.bioconjchem.1c00032,2011846,True
9924550653701921,10.1021/acs.bioconjchem.2c00084,2011846,True
9924552845301921,10.1021/acs.bioconjchem.9b00524,1420382,True
9924417787701921,10.1021/acs.biomac.4c01081,1827943,True
9924054293801921,10.1021/acs.cgd.0c01466,0089257,True
9924054293801921,10.1021/acs.cgd.0c01466,0504000,True
9924054293801921,10.1021/acs.cgd.0c01466,8812417,True
9924054293801921,10.1021/acs.cgd.0c01466,9221487,True
9924054293801921,10.1021/acs.cgd.0c01466,9629994,True
9923989574701921,10.1021/acs.cgd.9b01267,0504000,True
9924552852701921,10.1021/acs.chemrev.0c00306,2011846,True
9924151769501921,10.1021/acs.est.1c04748,1709532,True
9924151769501921,10.1021/acs.est.1c04748,1709614,True
9924086648001921,10.1021/acs.inorgchem.8b03318,1610631,True
9923989469001921,10.1021/acs.inorgchem.9b03790,1764170,True
9923972906501921,10.1021/acs.jchemed.0c00892,1856484,True
9924339248501921,10.1021/acs.jchemed.3c01208,1856484,True
9924430982201921,10.1021/acs.jctc.4c01302,2046099,True
9924430982201921,10.1021/acs.jctc.4c01302,2347622,True
9924552845201921,10.1021/acs.jmedchem.9b01210,1420382,True
9923989591901921,10.1021/acs.jnatprod.8b00062,0521075,True
9923989591901921,10.1021/acs.jnatprod.8b00062,0942345,True
9923989591901921,10.1021/acs.jnatprod.8b00062,1012629,True
9923989591901921,10.1021/acs.jnatprod.8b00062,1531972,True
9923973083501921,10.1021/acs.jpca.0c01087,1856484,True
9924177245501921,10.1021/acs.jpca.2c05338,1855923,True
9924177245501921,10.1021/acs.jpca.2c05338,1920147,True
9924177245501921,10.1021/acs.jpca.2c05338,2011846,True
9924159294801921,10.1021/acs.jpca.2c05782,1920147,True
9924159294801921,10.1021/acs.jpca.2c05782,2011846,True
9924159294801921,10.1021/acs.jpca.2c05782,2046099,True
9924298636901921,10.1021/acs.jpca.3c04858,1920147,True
9924298636901921,10.1021/acs.jpca.3c04858,2011846,True
9923972821601921,10.1021/acs.jpca.8b10819,1362477,True
9923972836401921,10.1021/acs.jpca.9b08254,1856484,True
9924125724901921,10.1021/acs.jpcb.0c08422,1534890,True
9924147746901921,10.1021/acs.jpcb.1c01552,1534890,True
9924552555301921,10.1021/acs.jpcb.1c02105,0950331,True
9924082886801921,10.1021/acs.jpcb.1c07996,1856484,True
9924326287701921,10.1021/acs.jpcb.3c08429,1856484,True
9924143769701921,10.1021/acs.jpcc.2c03309,2046099,True
9924426648401921,10.1021/acs.jpcc.4c05750,2142887,True
9924061225301921,10.1021/acs.jpclett.1c03128,1856484,True
9924066047301921,10.1021/acs.jpclett.1c03300,1856484,True
9924147747501921,10.1021/acs.langmuir.1c00416,2011486,True
9924333082701921,10.1021/acs.langmuir.3c03784,1534890,True
9924117854701921,10.1021/acs.langmuir.9b03391,1710112,True
9924550662501921,10.1021/acs.macromol.3c02623,2050921,True
9924550662501921,10.1021/acs.macromol.3c02623,2104924,True
9924552555201921,10.1021/acs.nanolett.1c01029,2011846,True
9924427775301921,10.1021/acs.nanolett.4c05041,2214590,True
9924427775301921,10.1021/acs.nanolett.4c05041,222739,True
9924427775301921,10.1021/acs.nanolett.4c05041,2328217,True
9924086673601921,10.1021/acs.organomet.9b00482,1610631,True
9924149753701921,10.1021/acs.orglett.2c01789,1253363,True
9924149753301921,10.1021/acs.orglett.2c01790,1253363,True
9924149753301921,10.1021/acs.orglett.2c01790,1764328,True
9924086648501921,10.1021/acs.orglett.8b02837,1253363,True
9924381287601921,10.1021/acscentsci.4c00015,1650116,True
9924086433401921,10.1021/acschembio.0c00053,1420382,True
9923988242801921,10.1021/acschembio.9b00514,1253363,True
9924454464901921,10.1021/acsinfecdis.2c00178,1420382,True
9924188485901921,10.1021/acsmaterialsau.2c00055,2011846,True
9924188485901921,10.1021/acsmaterialsau.2c00055,2142887,True
9924288451801921,10.1021/acsmaterialsau.3c00069,2011846,True
9924288451801921,10.1021/acsmaterialsau.3c00069,2142887,True
9924537531301921,10.1021/acsnano.0c01388,1420382,True
9924086391801921,10.1021/acsnano.0c05715,1420382,True
9924086391801921,10.1021/acsnano.0c05715,2011846,True
9924096462801921,10.1021/acsnano.1c10039,1808344,True
9924151068501921,10.1021/acsnano.2c00865,2011846,True
9924151068501921,10.1021/acsnano.2c00865,2028885,True
9924131504801921,10.1021/acsnano.2c01454,1420570,True
9924131504801921,10.1021/acsnano.2c01454,1435964,True
9924160147901921,10.1021/acsnano.2c02119,2011846,True
9924376976001921,10.1021/acsnano.4c04515,2011846,True
9924086554401921,10.1021/acsnano.8b00069,1420382,True
9924552837801921,10.1021/acsnano.8b01016,1362477,True
9924552837801921,10.1021/acsnano.8b01016,1420382,True
9924151769601921,10.1021/jacs.1c03671,1726346,True
9924151769601921,10.1021/jacs.1c03671,1832471,True
9924050517101921,10.1021/jacs.1c06359,2011486,True
9924552555101921,10.1021/jacs.1c07923,2011846,True
9924550653601921,10.1021/jacs.2c02238,2011846,True
9924142877301921,10.1021/jacs.2c05384,1807428,True
9924142877301921,10.1021/jacs.2c05384,2011846,True
9924142877301921,10.1021/jacs.2c05384,2142887,True
9924550653501921,10.1021/jacs.2c05491,2011846,True
9924169782101921,10.1021/jacs.2c07537,2011846,True
