award,asset_id,doi,initial_funder_id,initial_funder_name,final_funder_name,final_funder_id,handler,change_handler
AST-1555365,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OPP-1248097,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,Bill and Melinda Gates Foundation,F4320306137,<function extract_Bill_and_Melinda_Gates_Foundation_award at 0x1056b9e40>,True
DBI-1265383,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0922984,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0352953,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1716327,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1126433,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OISE-1743747,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207752,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1903847,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1716536,9924159786001921,https://doi.org/10.3847/2041-8213/abe71d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207704,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11633006,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1144085,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11933007,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
grant ACI-1548562,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
SEV-2017-0709,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
AST-1615796,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1265383,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-2034306,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DBI-1743442,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1140030,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DGE-1144085,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1743442,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11991053,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
HST-HF2-51431.001-A,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1440254,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0705062,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1248097,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1310896,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1715061,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
PLR-1248097,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0096454,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0705062,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11573051,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1715061,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1716327,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
ACI-1548562,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
-1548562,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1548562,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1903847,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1935980,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0905844,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207730,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207730,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
. DGE-1144085,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1337663,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207704,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11991052,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11721303,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0521233,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1140030,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0521233,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1125897,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1615796,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0905844,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1743747,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
TG-AST080026N,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1935980,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1228509,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0735191,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0922984,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11650110427,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1337663,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
MRI-1228509,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0352953,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1440254,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1716536,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1310896,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DBI-0735191,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
10625314,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207752,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
89233218CNA000001,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
PHY-1125897,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
2034306,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1126433,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1816420,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0096454,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11725312,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1816420,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1555365,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OPP-1248097,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,Bill and Melinda Gates Foundation,F4320306137,<function extract_Bill_and_Melinda_Gates_Foundation_award at 0x1056b9e40>,True
DBI-1265383,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0922984,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0352953,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1716327,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1126433,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OISE-1743747,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207752,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1903847,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1716536,9924159786301921,https://doi.org/10.1103/physrevd.103.104047,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1265383,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DBI-1743442,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OPP-1852617,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,Bill and Melinda Gates Foundation,F4320306137,<function extract_Bill_and_Melinda_Gates_Foundation_award at 0x1056b9e40>,True
1818253,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1743442,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OAC-1818253,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
ACI-1548562,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
-1548562,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1548562,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
TG-AST080026N,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0735191,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DE-AC05-00OR22725,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
DBI-0735191,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DBI-1265383,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1852617,9924150855301921,https://doi.org/10.3847/2041-8213/ac6675,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
PHY-1607606,9924158186601921,https://doi.org/10.1016/j.cels.2021.06.002,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
R01-AI13699201,9924158186601921,https://doi.org/10.1016/j.cels.2021.06.002,F4320306076,National Science Foundation,National Institutes of Health,F4320332161,<function extract_NIH_award at 0x12f3c04a0>,True
1652236,9924158186601921,https://doi.org/10.1016/j.cels.2021.06.002,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
98109,9924158186601921,https://doi.org/10.1016/j.cels.2021.06.002,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1312651,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207704,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11633006,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1144085,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11933007,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
grant ACI-1548562,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
SEV-2017-0709,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
AST-1615796,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1265383,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DBI-1743442,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1140030,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DGE-1144085,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1743442,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
"DBI-0735191, DBI-1265383",9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
HST-HF2-51431.001-A,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1440254,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0705062,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1248097,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1310896,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1715061,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
PLR-1248097,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0096454,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0705062,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11573051,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1715061,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1716327,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
ACI-1548562,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
-1548562,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1548562,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0905844,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207730,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207730,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1337663,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207704,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11721303,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0521233,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1140030,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0521233,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1125897,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1312651,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1615796,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0905844,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1743747,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
TG-AST080026N,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1228509,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0735191,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0922984,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11650110427,9924117853301921,https://doi.org/10.1051/0004-6361/202037493,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
